id_reglementation	territory_code	cd_nom	revised_conservation_priority	revision_date
HIE_AURA_73	73	127081	3	2019-01-01
HIE_AURA_73	73	127191	3	2019-01-01
HIE_AURA_73	73	127469	2	2019-01-01
HIE_AURA_73	73	127918	3	2019-01-01
HIE_AURA_73	73	127921	3	2019-01-01
HIE_AURA_73	73	127928	3	2019-01-01
HIE_AURA_73	73	127943	3	2019-01-01
HIE_AURA_73	73	127945	3	2019-01-01
HIE_AURA_73	73	127950	3	2019-01-01
HIE_AURA_73	73	128084	2	2019-01-01
HIE_AURA_73	73	128311	3	2019-01-01
HIE_AURA_73	73	128315	2	2019-01-01
HIE_AURA_73	73	128330	3	2019-01-01
HIE_AURA_73	73	128343	3	2019-01-01
HIE_AURA_73	73	128391	3	2019-01-01
HIE_AURA_73	73	129557	3	2019-01-01
HIE_AURA_73	73	129646	2	2019-01-01
HIE_AURA_73	73	129898	3	2019-01-01
HIE_AURA_74	74	79868	3	2019-01-01
HIE_AURA_74	74	130729	3	2019-01-01
HIE_AURA_74	74	81096	3	2019-01-01
HIE_AURA_74	74	81098	3	2019-01-01
HIE_AURA_74	74	81142	3	2019-01-01
HIE_AURA_74	74	81166	3	2019-01-01
HIE_AURA_74	74	81347	3	2019-01-01
HIE_AURA_74	74	82282	3	2019-01-01
HIE_AURA_74	74	82286	2	2019-01-01
HIE_AURA_74	74	143482	3	2019-01-01
HIE_AURA_74	74	82478	3	2019-01-01
HIE_AURA_74	74	83607	3	2019-01-01
HIE_AURA_74	74	84330	3	2019-01-01
HIE_AURA_74	74	131826	3	2019-01-01
HIE_AURA_74	74	84817	3	2019-01-01
HIE_AURA_74	74	84839	3	2019-01-01
HIE_AURA_74	74	86122	2	2019-01-01
HIE_AURA_74	74	86199	3	2019-01-01
HIE_AURA_74	74	86751	3	2019-01-01
HIE_AURA_74	74	87136	2	2019-01-01
HIE_AURA_74	74	87275	3	2019-01-01
HIE_AURA_74	74	87476	3	2019-01-01
HIE_AURA_74	74	132569	3	2019-01-01
HIE_AURA_74	74	88344	3	2019-01-01
HIE_AURA_74	74	88380	3	2019-01-01
HIE_AURA_74	74	88387	3	2019-01-01
HIE_AURA_74	74	88400	3	2019-01-01
HIE_AURA_74	74	88404	2	2019-01-01
HIE_AURA_74	74	88472	3	2019-01-01
HIE_AURA_74	74	88509	3	2019-01-01
HIE_AURA_74	74	88562	3	2019-01-01
HIE_AURA_74	74	154761	3	2019-01-01
HIE_AURA_74	74	88675	3	2019-01-01
HIE_AURA_74	74	88762	3	2019-01-01
HIE_AURA_74	74	88932	3	2019-01-01
HIE_AURA_74	74	89149	3	2019-01-01
HIE_AURA_74	74	133172	3	2019-01-01
HIE_AURA_74	74	91346	3	2019-01-01
HIE_AURA_74	74	92515	3	2019-01-01
HIE_AURA_74	74	93830	3	2019-01-01
HIE_AURA_74	74	93929	2	2019-01-01
HIE_AURA_74	74	94068	3	2019-01-01
HIE_AURA_74	74	619231	3	2019-01-01
HIE_AURA_74	74	94572	3	2019-01-01
HIE_AURA_74	74	133766	3	2019-01-01
HIE_AURA_74	74	94923	3	2019-01-01
HIE_AURA_74	74	95368	3	2019-01-01
HIE_AURA_74	74	95439	3	2019-01-01
HIE_AURA_74	74	95561	3	2019-01-01
HIE_AURA_74	74	95589	3	2019-01-01
HIE_AURA_74	74	96664	3	2019-01-01
HIE_AURA_74	74	96742	3	2019-01-01
HIE_AURA_74	74	96851	3	2019-01-01
HIE_AURA_74	74	97133	3	2019-01-01
HIE_AURA_74	74	98977	3	2019-01-01
HIE_AURA_74	74	99922	2	2019-01-01
HIE_AURA_74	74	100278	3	2019-01-01
HIE_AURA_74	74	100576	3	2019-01-01
HIE_AURA_74	74	102794	3	2019-01-01
HIE_AURA_74	74	102930	3	2019-01-01
HIE_AURA_74	74	103020	3	2019-01-01
HIE_AURA_74	74	103995	2	2019-01-01
HIE_AURA_74	74	104123	3	2019-01-01
HIE_AURA_74	74	105086	3	2019-01-01
HIE_AURA_74	74	105239	2	2019-01-01
HIE_AURA_74	74	105548	2	2019-01-01
HIE_AURA_74	74	718376	3	2019-01-01
HIE_AURA_74	74	106353	2	2019-01-01
HIE_AURA_74	74	106419	3	2019-01-01
HIE_AURA_74	74	106993	3	2019-01-01
HIE_AURA_74	74	107013	3	2019-01-01
HIE_AURA_74	74	610910	2	2019-01-01
HIE_AURA_74	74	109057	2	2019-01-01
HIE_AURA_74	74	159499	3	2019-01-01
HIE_AURA_74	74	109769	2	2019-01-01
HIE_AURA_74	74	109869	2	2019-01-01
HIE_AURA_74	74	138282	3	2019-01-01
HIE_AURA_74	74	111233	3	2019-01-01
HIE_AURA_74	74	111452	3	2019-01-01
HIE_AURA_74	74	138547	3	2019-01-01
HIE_AURA_74	74	138817	3	2019-01-01
HIE_AURA_74	74	138865	3	2019-01-01
HIE_AURA_74	74	115302	3	2019-01-01
HIE_AURA_74	74	117096	2	2019-01-01
HIE_AURA_74	74	139765	3	2019-01-01
HIE_AURA_74	74	139818	3	2019-01-01
HIE_AURA_74	74	117681	3	2019-01-01
HIE_AURA_74	74	119533	3	2019-01-01
HIE_AURA_74	74	119968	3	2019-01-01
HIE_AURA_74	74	119970	3	2019-01-01
HIE_AURA_74	74	120056	3	2019-01-01
HIE_AURA_74	74	120962	3	2019-01-01
HIE_AURA_74	74	121024	3	2019-01-01
HIE_AURA_74	74	121124	3	2019-01-01
HIE_AURA_74	74	121174	3	2019-01-01
HIE_AURA_74	74	121329	3	2019-01-01
HIE_AURA_74	74	121552	2	2019-01-01
HIE_AURA_74	74	121556	2	2019-01-01
HIE_AURA_74	74	122305	3	2019-01-01
HIE_AURA_74	74	141033	3	2019-01-01
HIE_AURA_74	74	124699	3	2019-01-01
HIE_AURA_74	74	717572	3	2019-01-01
HIE_AURA_74	74	125319	3	2019-01-01
HIE_AURA_74	74	126213	3	2019-01-01
HIE_AURA_74	74	127191	3	2019-01-01
HIE_AURA_74	74	142006	1	2019-01-01
HIE_AURA_74	74	128084	2	2019-01-01
HIE_AURA_74	74	128315	2	2019-01-01
HIE_AURA_74	74	128782	1	2019-01-01
HIE_AURA_74	74	130128	3	2019-01-01
